type,encoded_text,scheme,num_of_chars,contains_bit_only,contains_decimal_only,contains_hex_only,contains_alpha_only,contains_upper_case_only,contains_lower_case_only,contains_mixed_upper_lower_case,contains_equal,contains_slash,contains_dot,contains_colon,contains_special_chars
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$gRDC2Jszxvj/H2MMAcA4Jw$kA29gNEwGev/w/QanOw/hKw0EEqpxQ3m87mpJjT24LI",$argon2id$,97,0,0,0,0,0,0,1,1,1,0,0,1
Atbash,hznhfmt,None,7,0,0,0,1,0,1,0,0,0,0,0,0
Atlassian PBKDF2 SHA1,{PKCS5S2}opRyzhnjXCuFkPL+P0copeFRes6QNRIq9V6TRe67qN6L8Vf82riCL5uigpfvW2uK,{PKCS5S2},73,0,0,0,0,0,0,1,0,0,0,0,1
Base32,ONQW243VNZTQ====,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,c2Ftc3VuZw==,None,12,0,0,0,0,0,0,1,1,0,0,0,1
BCrypt,$2a$12$pvGbZa1ijhj8uxi1bMSsNuJoexcMhad5Mv0N7VVGdbkIyX0tmXRuq,$2a$,60,0,0,0,0,0,0,1,0,0,0,0,1
BCrypt,$2b$12$gIFabdCeuxgkxo0GjOaRxeKUpLxSKV2uJX.QCbzp6zbm3LlL7BCSi,$2b$,60,0,0,0,0,0,0,1,0,0,1,0,1
Binary,1110011110000111011011110011111010111011101100111,None,49,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,1e1c9e65f7eebe9f2a4673b2f344dc275dd00147d87f47dea47b4a0deee91a0e5177f26b857f59fb1f00e6ecfb65e6268dc1003e03be23b52d1820acc08478d7,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,b5e6dd86671f6855b810fd49cafda0657d1e8402c8d55c396aeb688b8ea32a1a,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.0y0WD6ba3yacCZw,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,weqwyrk,None,7,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,gIwuWODKOLJ7vAki,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO-PIX MD5,gIwuWODKOLJ7vAki,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO Type 7,1316161F18190A2D,None,16,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,41160,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,768031191,None,9,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,18067700076665708971,None,20,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,11597109115117110103,None,20,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,ybut6iUEfdxqY,None,13,0,0,0,0,0,0,1,0,0,0,0,0
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$AcA4h3CuVYpR6t0757yX8g$gO5V6LXOKjqxKfMpRfQaR34c1ZjHK6Vkf51qj/OdUNA",None,102,0,0,0,0,0,0,1,1,1,0,0,1
Django BCrypt,bcrypt$$2b$12$aZXqSlQp8kPJgIToe5PxbuaEws1qz7n.Ksx.QNILkU/BdxdY6qGXS,None,67,0,0,0,0,0,0,1,0,1,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$QU3FZ9A6g8Q6GQa2o433huokPQCo/8hqoFzvomM99HRJwFB/PYA2i,None,74,0,0,0,0,0,0,1,0,1,0,0,1
Django DES Crypt,crypt$Go$GoSp11/Yx38Fc,None,22,0,0,0,0,0,0,1,0,1,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$xareoXBgxYQW$Jl1xykA4STEDjurEr90agxsdq2A=,None,60,0,0,0,0,0,0,1,1,0,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$H1IlLrrWmTYE$KP9nPlkR5Vw7merjhedAmVkBhK0QKuFdhX8hp5bQSTw=,None,77,0,0,0,0,0,0,1,1,0,0,0,1
Django salted MD5,md5$t0gUuHbRC5RZ$619f218c24a8373ad06a95815ab77834,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$x3OKfVlHheiy$27600c286e4db9e6a6442f32914d8fbbc9e7489c,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.993326A4B4B6D6DA5B4BE99D3306A01442E8DD5B4B89F13E4768EDDDDBDBFBFF7F4F294508E15C8B514A692D85B0164228C5B81702A0F45E8BF1BE97B296D23A.E7E2F454EE2ACCCCB6FDB8DC7BC16D22D0A7E52C73234D129E0CB773C00C510C613069899AB3754CBF0ACF5A7D88DE0A00E00FFFEBD1428F574A333AABFBD92C,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,73616d73756e67,None,14,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA1,0c1214a7e552985abf77addc6b85888cec8538b3,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,99effa70a2242f686dcafeba331e45242905453fd7757e2e83448259b6fedf0d,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,45532ac606afc757d61e1422ce1dafddd2939e359485d633b8aba8d9195b1b88b8a91e0bf1afd0d5bee05a45f012de60048830c97b24dff78c39b21b73975891,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,8dd9c8dd3cc9118fa3c399d17a058044fcada7f0d9986f499ca3f5bb,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,48ae6a0cc71047d55bfe60c056af5d80df6c8deece78bb1003dd6c31f2c40b53,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,dd5eff6dbdedaa680ff70c8f346cee0190b2d1c242f49758bd81ee94e269a4a152403a1d6486c8bfbd01277ba20061f0,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,10107cd0d420bedf45c127f8bb5cfaf761a90be1ec3aa999eebb48ed365d549e417266a0a44d717d6c6a43a6af1d46876c78a977c9e5fcff9acdc5a71fb75c34,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}/lRieaYmg96MozS2c0IGlg==,{MD5},29,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted MD5,{SMD5}4Kl1wYpgaZbPyyyxnqu+V/i/N6Y=,{SMD5},34,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA1,{SSHA}AaO7UoUfEnopaNEDkpyrAGaoTXfMGUOI,{SSHA},38,0,0,0,0,0,0,1,0,0,0,0,1
LDAP salted SHA256,{SSHA256}D1157pfu+lMpz//Wor/MJrW2ZzDRokhXzgkYA1SZO6RobW3NOec85w==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}AOuk+LNrWFlOso7l1Sg5/N6HRyr6jdBvr06UeIS1O7rahdMGVAaNFf3QEVMhe6Um1uwp/iCHWGm90XmogFPz/eB8D2HsXcs5,{SSHA512},105,0,0,0,0,0,0,1,0,1,0,0,1
LDAP SHA1,{SHA}AGg50mSji39Y5cgTBEdSi/S3ruE=,{SHA},33,0,0,0,0,0,0,1,1,1,0,0,1
LM,54abcd47732902d4aad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,3c42b45aabd4330c1e36f07a6c2138ff,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,fe546279a62683de8ca334b673420696,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$sBCLb8m2$hDNcboVYFJwGSUl5HGgSn0,$1$,34,0,0,0,0,0,0,1,0,0,0,0,1
MSSQL 2000,0x01005F0BE17CDFEB675080B92D068DB3EF0BB377F2B95BED04C5FFEFFD9DD1A751F8DFE003E06EFC8AFD7AD76488,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x01001062ACD572B457C190477F44D2C10AC3A7AF5BECD62E7A80,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,510c23b864ce6e3d,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*882EAEFBBF5773A705C20883E60AC1EDAC6F30A1,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,967f560b487243865df4aea02eb1c1c6,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,54B2A72E383B991C,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:FF81E3EBB2991FD2BB126F753DFDDAC99E977962BAF9DC4448CE638E1A65,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,5c4fc3276ec927bf85aa3dbd8067f044d03d0804c5f41fe7ea8131b689bbea4d,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,daf4d73bc8177469bf17a518e3a27a9400aafa99e853a04d0277f9db60c2487ef09da03cd22751b1142a0e1f7e97cf69cc77c6d99718f9c5c47be9f7803d4bef,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$HGtu2syc54v8Wql11kTnNAGqYFJ6qd1,$P$,34,0,0,0,0,0,0,1,0,0,0,0,1
PostgreSQL MD5,md534eded262553d3ca210e61d8ead0e224,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,fnzfhat,None,7,0,0,0,1,0,1,0,0,0,0,0,0
ROT47,D2>DF?8,None,7,0,0,0,0,1,0,0,0,0,0,0,1
SCRAM,"$scram$100000$VaqVsvZeS6mV8l7r$sha-1=HI8Ci6he81GHgbjf11LarSHyfm0,sha-256=QL2mEftwgzKb.MK4P73EXWcpKfKIk9T1WheBZ.ly.zg,sha-512=SGffh8.MBf4v9/azkEk6rJH.WawfYdHGF/b0OZ6fkBYQwv170YPs7T4sTXwszpNi2TcxbpO9Xyn4XISLVgthKg",$scram$,211,0,0,0,0,0,0,1,1,1,1,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$vRfCWAuBMKbUOsd4D4GQsg$Dk7toUxrj9ev/nhlSJhPCMSre2P5vcRST9lQ9ZeLXYY",$scrypt$,88,0,0,0,0,0,0,1,1,1,0,0,1
SHA1,006839d264a38b7f58e5c8130447528bf4b7aee1,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$Op8/XzsG$61K7BxLLgGwHDFrtTP.qZUzIZAnJ,$sha1$,50,0,0,0,0,0,0,1,0,1,1,0,1
SHA224,c9f4652dff2ec0eb205d69e2ea2932a19190740a7134ae1991ccf430,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,968e2d5b08687bf42997461cbdef6c844eabbf04f440cee888c95b864c2a4bcc,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$rt613Zaa/y4Oty5k$XwNGIZDXxFYDOBzn9eO5Aa/i2/MWQ3Syg8giDbNM6j/,$5$,77,0,0,0,0,0,0,1,1,1,0,0,1
SHA384,32fb8e047d04ebfee18cd4e0fcfbbb0dd5207c7d56fec6d51ff6b841ccc36247827a24656badaf7481fc1b41d7695974,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,4c5849d848150bbcbfdd69b5dab68db028c1ce182c7d194e8d4d0cd40052ef6e04a2154eca4fb5a8514acf1714660f9ac186d552f1b33d6ae131b74b3370b2a0,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$LENLR1bHV.vwj1tP$3uAE5ZkKBsDQJUBD1oG7nkLJ31xT1jsqFbgQivv.HNMPtfFehkaya5idhM8yd1cvclzpVF4ulsaWFN05BSa4b/,$6$,120,0,0,0,0,0,0,1,1,1,1,0,1
SHA3-224,8e05204fcc0cb6c4c1f98cf1ef4a2171daff60e578e833750e65dee5,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,16bed8c1b490fdbb5526429edeeeb50a91f7253528f3d301ebded8244e9ee009,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,fd16af7d701139ae19b7a6ea64f59b7e81a6b5cd7f243702c4b34b9f5131d47573de511807df4bae5dfe4d1c050b1abf,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,47fe908f72dc658dc48e866f6c167a3920b199ab6e316bf9d6c842109ce7237cdbcbd04343a9788ecfe5cfc1dde1e0d0c175588560eda26f0eb78666ca484dbb,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Vigenere,cekcylq,None,7,0,0,0,1,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$Wd7PN12/$noSBbUDYJrJisLfa/vcem/,$apr1$,37,0,0,0,0,0,0,1,0,1,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$53wPoTRGiDFmDEGolXLu/Q$Uyo8/4cNKAcCLVrfNTGmCZxSWBKBjLU0aMiyaFVKpOY",$argon2id$,97,0,0,0,0,0,0,1,1,1,0,0,1
Atbash,xzinvm,None,6,0,0,0,1,0,1,0,0,0,0,0,0
Atlassian PBKDF2 SHA1,{PKCS5S2}jPHeu1fKeQ8BAGAshZDyHlC/lM4pCtvuZeqBRXHjmUMuieS7IMKrmiTq7qlTaMV1,{PKCS5S2},73,0,0,0,0,0,0,1,0,1,0,0,1
Base32,MNQXE3LFNY======,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,Y2FybWVu,None,8,0,0,0,0,0,0,1,0,0,0,0,0
BCrypt,$2a$12$cHk4cYVgtX0rbkDPhZqM8Oy6UhHsERULaVakpzNWf7Kg1TbFlYIGa,$2a$,60,0,0,0,0,0,0,1,0,0,0,0,1
BCrypt,$2b$12$sHRfq1weT54j7.7FCR58OuY63DzA/f0Veh4ydA0fZ3DCJYZG.rwc6,$2b$,60,0,0,0,0,0,0,1,0,1,1,0,1
Binary,110001111000011110010110110111001011101110,None,42,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,9f913a7962f205a1dc6293fe60b4eb40c330db7da38141c84dfc521fb0a5506071b1da0620a22a9b3d5e2105be4d98e72f9321b4af8acde135a8da18477bd876,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,3946b7c1fe5f58663b14359797570cc565d0c93054dd43c2ec3f54ca9b2468bb,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.LS2ZqGwnMIp9b9c,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,gevqir,None,6,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,/3J3rGjX2jgsPNd4,None,16,0,0,0,0,0,0,1,0,1,0,0,1
CISCO-PIX MD5,/3J3rGjX2jgsPNd4,None,16,0,0,0,0,0,0,1,0,1,0,0,1
CISCO Type 7,08224D5C041C0B,None,14,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,11749,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,3141582826,None,10,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,1816006294330458324,None,19,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,9997114109101110,None,16,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,YK1beqCvzxup6,None,13,0,0,0,0,0,0,1,0,0,0,0,0
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$bI3xXmvNOce4l1IKQQiBcA$GNo3HlOMy/++vyPWcqrWPQqMpedpRsxjCnPgEGj/G/g",None,102,0,0,0,0,0,0,1,1,1,0,0,1
Django BCrypt,bcrypt$$2b$12$1fAosLk7A.7kq4suGLuOBeN.L.IgvMIhiPGt4fIFkFrUdqzJ0oxg6,None,67,0,0,0,0,0,0,1,0,0,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$YVUzOS38.J9JHsiH777B3OST8XRsSR2/SLSq4KPmvLQ7xf5ThYSKC,None,74,0,0,0,0,0,0,1,0,1,1,0,1
Django DES Crypt,crypt$RG$RGsAlWUx9kgms,None,22,0,0,0,0,0,0,1,0,0,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$hmkedKx38hFL$v2HjwNqJ8rzWNeoAihkBCeFTj0Y=,None,60,0,0,0,0,0,0,1,1,0,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$m4qkU8rZZYpG$q1l6yFhzuYfaE0zWh62Toii6ncvLyH6p4wrg6s3YII4=,None,77,0,0,0,0,0,0,1,1,0,0,0,1
Django salted MD5,md5$klXdh1Xy5xcB$d64f5b04b1979d712fd2667e5fa29300,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$AwxjQf19RwVF$e3846d6a61a77b4c6d0cae1d91f289f5022e77d9,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.CFB997F25E8BD15A8B510AE1FC9F73EE9D3306A0B4B69672AE3526A4F4DEBBF7BE776E2D65AC9512628C11A29472EEBD9732C6B8776E2D25440861AC95F2DE3B.93FF398612B37E1299B8AC62C93395C44670FF1349A7F2AB5EDD49C06F3D56D219EDE88C80AC903C6BF8738548C59BE184494431035A8616365DE7368B3653CE,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,6361726d656e,None,12,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA1,e13f657bccafa11f74b994e72b016a02372ff544,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,effa387a1e4601b1a3a6ec1acb962937857f90879885c0ee86af61c63b344aa6,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,ef184043deb3f0dda483f9aacb80b4260965e833c4cfefe6d59796957106e999323630445abfbc01073915d6f77cfff0534cf8db973e3082b5ee020dd4038ffe,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,c4ffe6cc6dabbbdbd6f23031c2cdc9041fd0da871e1345ea5ea7d98b,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,2d2fe88a5e4dbde396a8fd6e72fff70c0b44cb70be124645209d9dd7065e1c28,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,393cdf1d6eac82eedcb62f092ae75bc96e11258b8d38185d3fd3d3fc9250127291539527a3463cc5ba916b3b2c41fba8,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,4b84163e46d8dc2088090916621a1d71d2d29bd27e9a6bab1d180b0468dce38bd8aaa0f657f3f6d06bd9f8c8afd1ccbac2bb4bdbcc4e6e8ba041e4d2bad26a49,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}iAy8HtSAQ8vNqnKG4Fjvfw==,{MD5},29,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted MD5,{SMD5}Szlk9dvcTFJB5VWs+xlwcMXY+98=,{SMD5},34,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA1,{SSHA}ps5+C8d+xDh7a1pCf0eV7pT4k8rB2LsX,{SSHA},38,0,0,0,0,0,0,1,0,0,0,0,1
LDAP salted SHA256,{SSHA256}1nDs51xQEzpltEMGbQOdMS3PwXD56ASO1qOFbFxsbG3sPUdIae2dcw==,{SSHA256},65,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA512,{SSHA512}XNZGTXpoccm2FxP7OFQYYwzq5Ts3ZKTDKKYmIr6JO6DN8Xetd5WhaHhKO8sfksswkusY3IQnAuxJRLsS23ae/kAIwbhXKqX0,{SSHA512},105,0,0,0,0,0,0,1,0,1,0,0,1
LDAP SHA1,{SHA}8Rlqipk+KNBb0Ye3sTByDl3TQUc=,{SHA},33,0,0,0,0,0,0,1,1,0,0,0,1
LM,6ba3fe35b4baf826aad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,de8df16a4c430b9e3a8b20be7eea174e,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,880cbc1ed48043cbcdaa7286e058ef7f,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$4tNo6z3r$tL9tAxkDhmW6Hlo7/jBDa1,$1$,34,0,0,0,0,0,0,1,0,1,0,0,1
MSSQL 2000,0x0100DE3BE7BC54E71DC023CD0C80D16EC88F3CC4A63FEB243479BE27C18DB18566DFA9E6EB74E269BD8CBC1F7833,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x01004B694D09616B2F3D5DD818FA54AF452E99892DFD402DCC9D,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,3dd222d01adb952b,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*9E8E69EE0BE22E681FF7C22E7090A0BAD9DF5B53,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,0569fcf2b14b9c7f3d3b5f080cbd85e5,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,2FB079BD56407F24,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:14AB7669C65ABB0FA2B1641E3F172347DD093EB81F4A75E765F5D1414C45,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,333709cb537fbbc373e07457ae7606fdaa644fc0cb135529ef2198a624bfa1be,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,ec98d643270a2d73a87756f3c9f9735dd316489a9bb29a2e229942bbebbaf6c62aa3746ee82f98ec24303ea28cdef15acc51fc0157ef97c30fd0c943ec82da65,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$H.UnHcNIaPohlCu9xMPxebHaLqe3n8/,$P$,34,0,0,0,0,0,0,1,0,1,1,0,1
PostgreSQL MD5,md525bd71c850705146357536a45fa3d25d,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,pnezra,None,6,0,0,0,1,0,1,0,0,0,0,0,0
ROT47,42C>6?,None,6,0,0,0,0,1,0,0,0,0,0,0,1
SCRAM,"$scram$100000$aQ2hVOqdM.Z8b81Z$sha-1=IPnXB5t1t4OMI7QyOfRF2fuRcHY,sha-256=BMV2Lj4nVanU5R4jQI22WfjQfUUxDKuwWkjxSZaCZbI,sha-512=dQjyP5WglqyqibRG626c0AGAO1se4CzGmzk0QBUQBAlSQgCorGaoexBuF.WBqJKcNSbrUvf36O3Hn3NT1dxEbA",$scram$,211,0,0,0,0,0,0,1,1,0,1,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$hdC6F2JsLQVgzBkDIMRY6w$GPmBo0oyjtJAGM7UdVLpUPiqplcx91WJcLTLUmlejYA",$scrypt$,88,0,0,0,0,0,0,1,1,0,0,0,1
SHA1,f1196a8a993e28d05bd187b7b130720e5dd34147,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$bUN6WdmT$aJ6vl.dUVtdbSTy8bErXLUE4gHgf,$sha1$,50,0,0,0,0,0,0,1,0,0,1,0,1
SHA224,a60288229463892744f168b5fb4bfa73934906d27794a6c9c1259448,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,f3c2ce176290b0c384cb4881eb714f2db58f630c33863d91c9bedf58d36007db,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$8349hfTbMsBWgVQ2$1dFR/V/MCzi0Cmc1gDeEcB4FAcFGYRYxSA9oQKBscZ9,$5$,77,0,0,0,0,0,0,1,1,1,0,0,1
SHA384,f7be514ab560494df09aaf80b97b4133f82fa9d66b7e8c50ad9df1b210a94247b487f5448beac0e6d8efc6ad5cb7e714,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,290295170cf0721418a3fd7c77081cf3d5312dc9d5ad7d2a7c123e177bb1cf051b4d20491ec3ca6202e42088b556e6314d924ffb41c1d886ad62815ee1e5723c,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$EWu7zBw4cGBgsti0$H9IPxIB.QV78/b3ErpGQlLmwZahYa67QGk893uk7ZY8ntRfAHdaeG1ZDKdmsz.mc8kPMDUj8lUQ7QbnIssOUl.,$6$,120,0,0,0,0,0,0,1,1,1,1,0,1
SHA3-224,6c57a861dc337c52266ca1b0c818e64c29e356d37ea45ea9ab83382c,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,938af4e40ded57362e4885c6bb04c93b179878b7871dcb05352606e01d09c3af,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,ee090a27341552213242fd2549e12f787bfa1cf816331721dc5383a6b74b953fb8452f529fc8408b01565cfb19ac52ed,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,4eb1cb7b4f5cea7eecc4ac4aca4f80f3ed8f3117622470bf7ce733f4952b0391cbcb360afb8b30185d85b77570406add8759b32ff7ae7a71a6d9fd85e424af88,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Vigenere,mepwil,None,6,0,0,0,1,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$cqiEoKSO$PTeSc43IRzB85guzIvPWr/,$apr1$,37,0,0,0,0,0,0,1,0,1,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$SMnZOwcgZGxNae1d6/0fww$Wqv8xCOu+BLXJRBuxdwTYsKr/hIu9ArDYQkWfp/nZlU",$argon2id$,97,0,0,0,0,0,0,1,1,1,0,0,1
Atbash,lorevi,None,6,0,0,0,1,0,1,0,0,0,0,0,0
Atlassian PBKDF2 SHA1,{PKCS5S2}MAaA8D7HOKc0ptT6v7d2boEuHhMxYl1eKYsy1BF4UR7dvJ3psft8eHDMZjfDQBLI,{PKCS5S2},73,0,0,0,0,0,0,1,0,0,0,0,1
Base32,N5WGS5TFOI======,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,b2xpdmVy,None,8,0,0,0,0,0,0,1,0,0,0,0,0
BCrypt,$2a$12$.O86rtwUjFy7QPZGygMnDeML2EG.QmXhZ2CnV6dyWOdixO6FiYaMC,$2a$,60,0,0,0,0,0,0,1,0,0,1,0,1
BCrypt,$2b$12$VjtIrB36iMSsHBBl0aUg9Os7IOLMkyYTBAFiQO1/O15aBbFHER3kO,$2b$,60,0,0,0,0,0,0,1,0,1,0,0,1
Binary,110111111011001101001111011011001011110010,None,42,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,dd69bd50a7489b9791acfa45ae892b510871167c923dda2547f1f9e7541a42ff03d736b426416afd0edcb7899df8ac3cee8f27eb769c99e868045638d9ef9042,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,119ab7042b676e038ea72d1ae99e1805474f0e09b33dc4f57c7adef3951fdcea,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.nGOgdBBEnBfUAmg,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,spmziv,None,6,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,xNAUGU8nzgxabcqm,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO-PIX MD5,xNAUGU8nzgxabcqm,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO Type 7,130A1B1B1D0916,None,14,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,25323,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,1671475809,None,10,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,4666949371352362940,None,19,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,111108105118101114,None,18,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,FUBM4zzMZOQnA,None,13,0,0,0,0,0,0,1,0,0,0,0,0
